latitude,longitude
40.60891,-74.01449
40.663124,-73.96244
40.880592,-73.8775
40.787754,-73.9787
40.52503,-74.23927
40.733437,-73.86418
40.651325,-73.9389
40.725918,-73.89535
40.75645,-73.97032
40.765022,-73.82034
40.834114,-73.86327
40.69366,-73.85217
40.768803,-73.95837
40.672688,-73.73544
40.848793,-73.94358
40.695683,-73.741875
40.702194,-73.89138
40.67945,-73.75375
40.734135,-73.86918
40.6208,-73.99135
40.757355,-73.73887
40.770676,-73.83567
40.727287,-74.00064
40.69143,-73.79657
40.75898,-73.99595
40.752052,-74.000984
40.6388,-73.99536
40.753326,-73.8718
40.749046,-73.98203
40.656124,-74.00591
40.527634,-74.160065
40.667347,-73.98599
40.75367,-73.873665
40.671852,-74.00325
40.58254,-73.83575
40.620388,-73.94569
40.76457,-73.97364
40.740833,-73.73749
40.86249,-73.8314
40.830193,-73.82579
40.790905,-73.93914
40.666187,-73.916664
40.757027,-73.989334
40.752487,-73.8269
40.661163,-74.00069
40.86127,-73.90629
40.755554,-73.885376
40.663227,-73.93159
40.69477,-73.8248
40.74465,-73.88302
40.755505,-73.96807
40.650528,-73.95583
40.684887,-74.00111
40.646225,-74.00916
40.76155,-73.96659
40.596687,-73.74422
40.712875,-73.73424
40.630905,-73.920425
40.86857,-73.85858
40.7068,-73.906006
40.697556,-73.852776
40.730717,-73.82115
40.657406,-73.89881
40.7128,-73.99712
40.817863,-73.905014
40.8399,-73.87562
40.771133,-73.76256
40.705227,-73.75206
40.78722,-73.952065
40.6104,-73.9586
40.57935,-73.95703
40.806927,-73.92558
40.703293,-73.7961
40.64274,-73.98169
40.832767,-73.82932
40.713055,-74.00723
40.67142,-73.843
40.65399,-73.96415
40.71935,-73.91233
40.722572,-73.851364
40.586754,-74.08941
40.696983,-73.81496
40.88953,-73.86565
40.672707,-73.758156
40.608837,-74.161194
40.7603,-73.99499
40.823647,-73.943855
40.64269,-73.95764
40.681828,-73.87858
40.695274,-73.793
40.66662,-73.835464
40.755898,-73.83263
40.634533,-74.0867
40.607117,-74.16236
40.734196,-73.78355
40.733616,-73.85253
40.74639,-73.977646
40.75695,-73.770546
40.75462,-73.97374
40.788315,-73.97651
